split,notional,basis_threshold_bps,settlement_penalty_bps,fee_regime,horizon,n_minutes,price_signal_pct,executable_signal_pct,price_to_execution_ratio,oracle_net_bps,oracle_n_trades
test,50000,10,2,institutional_fee,15m,15839,12.646,6.427,1.97,146.75,351
test,50000,10,5,base_fee,1m,15839,12.646,1.875,6.74,146.75,351
test,50000,10,5,base_fee,5m,15839,12.646,3.58,3.53,146.75,351
test,50000,10,5,base_fee,15m,15839,12.646,5.177,2.44,146.75,351
test,50000,10,5,low_fee,1m,15839,12.646,1.945,6.5,146.75,351
test,50000,10,5,low_fee,5m,15839,12.646,3.643,3.47,146.75,351
test,50000,10,5,low_fee,15m,15839,12.646,5.278,2.4,146.75,351
test,50000,10,5,high_fee,1m,15839,12.646,1.743,7.26,146.75,351
test,50000,10,5,high_fee,5m,15839,12.646,3.416,3.7,146.75,351
test,50000,10,5,high_fee,15m,15839,12.646,4.969,2.55,146.75,351
test,50000,10,5,institutional_fee,1m,15839,12.646,2.014,6.28,146.75,351
test,50000,10,5,institutional_fee,5m,15839,12.646,3.775,3.35,146.75,351
test,50000,10,5,institutional_fee,15m,15839,12.646,5.417,2.33,146.75,351
test,50000,10,10,base_fee,1m,15839,12.646,1.623,7.79,146.75,351
test,50000,10,10,base_fee,5m,15839,12.646,3.239,3.9,146.75,351
test,50000,10,10,base_fee,15m,15839,12.646,4.723,2.68,146.75,351
test,50000,10,10,low_fee,1m,15839,12.646,1.717,7.36,146.75,351
test,50000,10,10,low_fee,5m,15839,12.646,3.365,3.76,146.75,351
test,50000,10,10,low_fee,15m,15839,12.646,4.861,2.6,146.75,351
test,50000,10,10,high_fee,1m,15839,12.646,1.585,7.98,146.75,351
test,50000,10,10,high_fee,5m,15839,12.646,3.169,3.99,146.75,351
test,50000,10,10,high_fee,15m,15839,12.646,4.647,2.72,146.75,351
test,50000,10,10,institutional_fee,1m,15839,12.646,1.743,7.26,146.75,351
test,50000,10,10,institutional_fee,5m,15839,12.646,3.416,3.7,146.75,351
test,50000,10,10,institutional_fee,15m,15839,12.646,4.969,2.55,146.75,351
test,50000,25,0,base_fee,1m,15839,6.528,2.216,2.95,146.75,351
test,50000,25,0,base_fee,5m,15839,6.528,4.255,1.53,146.75,351
test,50000,25,0,base_fee,15m,15839,6.528,6.213,1.05,146.75,351
test,50000,25,0,low_fee,1m,15839,6.528,2.393,2.73,146.75,351
test,50000,25,0,low_fee,5m,15839,6.528,4.552,1.43,146.75,351
test,50000,25,0,low_fee,15m,15839,6.528,6.654,0.98,146.75,351
test,50000,25,0,high_fee,1m,15839,6.528,2.014,3.24,146.75,351
test,50000,25,0,high_fee,5m,15839,6.528,3.775,1.73,146.75,351
test,50000,25,0,high_fee,15m,15839,6.528,5.417,1.21,146.75,351
test,50000,25,0,institutional_fee,1m,15839,6.528,2.5,2.61,146.75,351
test,50000,25,0,institutional_fee,5m,15839,6.528,4.76,1.37,146.75,351
test,50000,25,0,institutional_fee,15m,15839,6.528,7.014,0.93,146.75,351
test,50000,25,2,base_fee,1m,15839,6.528,2.014,3.24,146.75,351
test,50000,25,2,base_fee,5m,15839,6.528,3.775,1.73,146.75,351
test,50000,25,2,base_fee,15m,15839,6.528,5.417,1.21,146.75,351
test,50000,25,2,low_fee,1m,15839,6.528,2.216,2.95,146.75,351
test,50000,25,2,low_fee,5m,15839,6.528,4.255,1.53,146.75,351
test,50000,25,2,low_fee,15m,15839,6.528,6.213,1.05,146.75,351
test,50000,25,2,high_fee,1m,15839,6.528,1.913,3.41,146.75,351
test,50000,25,2,high_fee,5m,15839,6.528,3.58,1.82,146.75,351
test,50000,25,2,high_fee,15m,15839,6.528,5.177,1.26,146.75,351
test,50000,25,2,institutional_fee,1m,15839,6.528,2.279,2.86,146.75,351
test,50000,25,2,institutional_fee,5m,15839,6.528,4.375,1.49,146.75,351
test,50000,25,2,institutional_fee,15m,15839,6.528,6.427,1.02,146.75,351
test,50000,25,5,base_fee,1m,15839,6.528,1.875,3.48,146.75,351
test,50000,25,5,base_fee,5m,15839,6.528,3.58,1.82,146.75,351
test,50000,25,5,base_fee,15m,15839,6.528,5.177,1.26,146.75,351
test,50000,25,5,low_fee,1m,15839,6.528,1.945,3.36,146.75,351
test,50000,25,5,low_fee,5m,15839,6.528,3.643,1.79,146.75,351
test,50000,25,5,low_fee,15m,15839,6.528,5.278,1.24,146.75,351
test,50000,25,5,high_fee,1m,15839,6.528,1.743,3.75,146.75,351
test,50000,25,5,high_fee,5m,15839,6.528,3.416,1.91,146.75,351
test,50000,25,5,high_fee,15m,15839,6.528,4.969,1.31,146.75,351
test,50000,25,5,institutional_fee,1m,15839,6.528,2.014,3.24,146.75,351
test,50000,25,5,institutional_fee,5m,15839,6.528,3.775,1.73,146.75,351
test,50000,25,5,institutional_fee,15m,15839,6.528,5.417,1.21,146.75,351
test,50000,25,10,base_fee,1m,15839,6.528,1.623,4.02,146.75,351
test,50000,25,10,base_fee,5m,15839,6.528,3.239,2.02,146.75,351
test,50000,25,10,base_fee,15m,15839,6.528,4.723,1.38,146.75,351
test,50000,25,10,low_fee,1m,15839,6.528,1.717,3.8,146.75,351
test,50000,25,10,low_fee,5m,15839,6.528,3.365,1.94,146.75,351
test,50000,25,10,low_fee,15m,15839,6.528,4.861,1.34,146.75,351
test,50000,25,10,high_fee,1m,15839,6.528,1.585,4.12,146.75,351
test,50000,25,10,high_fee,5m,15839,6.528,3.169,2.06,146.75,351
test,50000,25,10,high_fee,15m,15839,6.528,4.647,1.4,146.75,351
test,50000,25,10,institutional_fee,1m,15839,6.528,1.743,3.75,146.75,351
test,50000,25,10,institutional_fee,5m,15839,6.528,3.416,1.91,146.75,351
test,50000,25,10,institutional_fee,15m,15839,6.528,4.969,1.31,146.75,351
test,50000,50,0,base_fee,1m,15839,5.891,2.216,2.66,146.75,351
test,50000,50,0,base_fee,5m,15839,5.891,4.255,1.38,146.75,351
test,50000,50,0,base_fee,15m,15839,5.891,6.213,0.95,146.75,351
test,50000,50,0,low_fee,1m,15839,5.891,2.393,2.46,146.75,351
test,50000,50,0,low_fee,5m,15839,5.891,4.552,1.29,146.75,351
test,50000,50,0,low_fee,15m,15839,5.891,6.654,0.89,146.75,351
test,50000,50,0,high_fee,1m,15839,5.891,2.014,2.92,146.75,351
test,50000,50,0,high_fee,5m,15839,5.891,3.775,1.56,146.75,351
test,50000,50,0,high_fee,15m,15839,5.891,5.417,1.09,146.75,351
test,50000,50,0,institutional_fee,1m,15839,5.891,2.5,2.36,146.75,351
test,50000,50,0,institutional_fee,5m,15839,5.891,4.76,1.24,146.75,351
test,50000,50,0,institutional_fee,15m,15839,5.891,7.014,0.84,146.75,351
test,50000,50,2,base_fee,1m,15839,5.891,2.014,2.92,146.75,351
test,50000,50,2,base_fee,5m,15839,5.891,3.775,1.56,146.75,351
test,50000,50,2,base_fee,15m,15839,5.891,5.417,1.09,146.75,351
test,50000,50,2,low_fee,1m,15839,5.891,2.216,2.66,146.75,351
test,50000,50,2,low_fee,5m,15839,5.891,4.255,1.38,146.75,351
test,50000,50,2,low_fee,15m,15839,5.891,6.213,0.95,146.75,351
test,50000,50,2,high_fee,1m,15839,5.891,1.913,3.08,146.75,351
test,50000,50,2,high_fee,5m,15839,5.891,3.58,1.65,146.75,351
test,50000,50,2,high_fee,15m,15839,5.891,5.177,1.14,146.75,351
test,50000,50,2,institutional_fee,1m,15839,5.891,2.279,2.58,146.75,351
test,50000,50,2,institutional_fee,5m,15839,5.891,4.375,1.35,146.75,351
test,50000,50,2,institutional_fee,15m,15839,5.891,6.427,0.92,146.75,351
test,50000,50,5,base_fee,1m,15839,5.891,1.875,3.14,146.75,351
test,50000,50,5,base_fee,5m,15839,5.891,3.58,1.65,146.75,351
test,50000,50,5,base_fee,15m,15839,5.891,5.177,1.14,146.75,351
test,50000,50,5,low_fee,1m,15839,5.891,1.945,3.03,146.75,351
test,50000,50,5,low_fee,5m,15839,5.891,3.643,1.62,146.75,351
test,50000,50,5,low_fee,15m,15839,5.891,5.278,1.12,146.75,351
test,50000,50,5,high_fee,1m,15839,5.891,1.743,3.38,146.75,351
test,50000,50,5,high_fee,5m,15839,5.891,3.416,1.72,146.75,351
test,50000,50,5,high_fee,15m,15839,5.891,4.969,1.19,146.75,351
test,50000,50,5,institutional_fee,1m,15839,5.891,2.014,2.92,146.75,351
test,50000,50,5,institutional_fee,5m,15839,5.891,3.775,1.56,146.75,351
test,50000,50,5,institutional_fee,15m,15839,5.891,5.417,1.09,146.75,351
test,50000,50,10,base_fee,1m,15839,5.891,1.623,3.63,146.75,351
test,50000,50,10,base_fee,5m,15839,5.891,3.239,1.82,146.75,351
test,50000,50,10,base_fee,15m,15839,5.891,4.723,1.25,146.75,351
test,50000,50,10,low_fee,1m,15839,5.891,1.717,3.43,146.75,351
test,50000,50,10,low_fee,5m,15839,5.891,3.365,1.75,146.75,351
test,50000,50,10,low_fee,15m,15839,5.891,4.861,1.21,146.75,351
test,50000,50,10,high_fee,1m,15839,5.891,1.585,3.72,146.75,351
test,50000,50,10,high_fee,5m,15839,5.891,3.169,1.86,146.75,351
test,50000,50,10,high_fee,15m,15839,5.891,4.647,1.27,146.75,351
test,50000,50,10,institutional_fee,1m,15839,5.891,1.743,3.38,146.75,351
test,50000,50,10,institutional_fee,5m,15839,5.891,3.416,1.72,146.75,351
test,50000,50,10,institutional_fee,15m,15839,5.891,4.969,1.19,146.75,351
test,100000,0,0,base_fee,1m,15839,83.686,1.345,62.23,123.05,213
test,100000,0,0,base_fee,5m,15839,83.686,2.866,29.2,123.05,213
test,100000,0,0,base_fee,15m,15839,83.686,4.268,19.61,123.05,213
test,100000,0,0,low_fee,1m,15839,83.686,1.465,57.13,123.05,213
test,100000,0,0,low_fee,5m,15839,83.686,3.081,27.16,123.05,213
test,100000,0,0,low_fee,15m,15839,83.686,4.609,18.16,123.05,213
test,100000,0,0,high_fee,1m,15839,83.686,1.275,65.62,123.05,213
test,100000,0,0,high_fee,5m,15839,83.686,2.626,31.86,123.05,213
test,100000,0,0,high_fee,15m,15839,83.686,3.858,21.69,123.05,213
test,100000,0,0,institutional_fee,1m,15839,83.686,1.553,53.88,123.05,213
test,100000,0,0,institutional_fee,5m,15839,83.686,3.233,25.89,123.05,213
test,100000,0,0,institutional_fee,15m,15839,83.686,4.887,17.13,123.05,213
test,100000,0,2,base_fee,1m,15839,83.686,1.275,65.62,123.05,213
test,100000,0,2,base_fee,5m,15839,83.686,2.626,31.86,123.05,213
test,100000,0,2,base_fee,15m,15839,83.686,3.858,21.69,123.05,213
test,100000,0,2,low_fee,1m,15839,83.686,1.345,62.23,123.05,213
test,100000,0,2,low_fee,5m,15839,83.686,2.866,29.2,123.05,213
test,100000,0,2,low_fee,15m,15839,83.686,4.268,19.61,123.05,213
test,100000,0,2,high_fee,1m,15839,83.686,1.162,72.04,123.05,213
test,100000,0,2,high_fee,5m,15839,83.686,2.5,33.47,123.05,213
test,100000,0,2,high_fee,15m,15839,83.686,3.561,23.5,123.05,213
test,100000,0,2,institutional_fee,1m,15839,83.686,1.414,59.17,123.05,213
test,100000,0,2,institutional_fee,5m,15839,83.686,2.967,28.2,123.05,213
test,100000,0,2,institutional_fee,15m,15839,83.686,4.312,19.41,123.05,213
test,100000,0,5,base_fee,1m,15839,83.686,1.143,73.23,123.05,213
test,100000,0,5,base_fee,5m,15839,83.686,2.469,33.9,123.05,213
test,100000,0,5,base_fee,15m,15839,83.686,3.548,23.59,123.05,213
test,100000,0,5,low_fee,1m,15839,83.686,1.212,69.04,123.05,213
test,100000,0,5,low_fee,5m,15839,83.686,2.544,32.89,123.05,213
test,100000,0,5,low_fee,15m,15839,83.686,3.656,22.89,123.05,213
test,100000,0,5,high_fee,1m,15839,83.686,1.073,77.97,123.05,213
test,100000,0,5,high_fee,5m,15839,83.686,2.368,35.35,123.05,213
test,100000,0,5,high_fee,15m,15839,83.686,3.365,24.87,123.05,213
test,100000,0,5,institutional_fee,1m,15839,83.686,1.275,65.62,123.05,213
test,100000,0,5,institutional_fee,5m,15839,83.686,2.626,31.86,123.05,213
test,100000,0,5,institutional_fee,15m,15839,83.686,3.858,21.69,123.05,213
test,100000,0,10,base_fee,1m,15839,83.686,1.016,82.33,123.05,213
test,100000,0,10,base_fee,5m,15839,83.686,2.279,36.72,123.05,213
test,100000,0,10,base_fee,15m,15839,83.686,3.283,25.49,123.05,213
test,100000,0,10,low_fee,1m,15839,83.686,1.054,79.37,123.05,213
test,100000,0,10,low_fee,5m,15839,83.686,2.317,36.12,123.05,213
test,100000,0,10,low_fee,15m,15839,83.686,3.315,25.25,123.05,213
test,100000,0,10,high_fee,1m,15839,83.686,0.991,84.43,123.05,213
test,100000,0,10,high_fee,5m,15839,83.686,2.279,36.72,123.05,213
test,100000,0,10,high_fee,15m,15839,83.686,3.283,25.49,123.05,213
test,100000,0,10,institutional_fee,1m,15839,83.686,1.073,77.97,123.05,213
test,100000,0,10,institutional_fee,5m,15839,83.686,2.368,35.35,123.05,213
test,100000,0,10,institutional_fee,15m,15839,83.686,3.365,24.87,123.05,213
test,100000,5,0,base_fee,1m,15839,25.766,1.345,19.16,123.05,213
test,100000,5,0,base_fee,5m,15839,25.766,2.866,8.99,123.05,213
test,100000,5,0,base_fee,15m,15839,25.766,4.268,6.04,123.05,213
test,100000,5,0,low_fee,1m,15839,25.766,1.465,17.59,123.05,213
test,100000,5,0,low_fee,5m,15839,25.766,3.081,8.36,123.05,213
test,100000,5,0,low_fee,15m,15839,25.766,4.609,5.59,123.05,213
test,100000,5,0,high_fee,1m,15839,25.766,1.275,20.2,123.05,213
test,100000,5,0,high_fee,5m,15839,25.766,2.626,9.81,123.05,213
test,100000,5,0,high_fee,15m,15839,25.766,3.858,6.68,123.05,213
test,100000,5,0,institutional_fee,1m,15839,25.766,1.553,16.59,123.05,213
test,100000,5,0,institutional_fee,5m,15839,25.766,3.233,7.97,123.05,213
test,100000,5,0,institutional_fee,15m,15839,25.766,4.887,5.27,123.05,213
test,100000,5,2,base_fee,1m,15839,25.766,1.275,20.2,123.05,213
test,100000,5,2,base_fee,5m,15839,25.766,2.626,9.81,123.05,213
test,100000,5,2,base_fee,15m,15839,25.766,3.858,6.68,123.05,213
test,100000,5,2,low_fee,1m,15839,25.766,1.345,19.16,123.05,213
test,100000,5,2,low_fee,5m,15839,25.766,2.866,8.99,123.05,213
test,100000,5,2,low_fee,15m,15839,25.766,4.268,6.04,123.05,213
test,100000,5,2,high_fee,1m,15839,25.766,1.162,22.18,123.05,213
test,100000,5,2,high_fee,5m,15839,25.766,2.5,10.31,123.05,213
test,100000,5,2,high_fee,15m,15839,25.766,3.561,7.24,123.05,213
test,100000,5,2,institutional_fee,1m,15839,25.766,1.414,18.22,123.05,213
test,100000,5,2,institutional_fee,5m,15839,25.766,2.967,8.68,123.05,213
test,100000,5,2,institutional_fee,15m,15839,25.766,4.312,5.98,123.05,213
test,100000,5,5,base_fee,1m,15839,25.766,1.143,22.55,123.05,213
test,100000,5,5,base_fee,5m,15839,25.766,2.469,10.44,123.05,213
test,100000,5,5,base_fee,15m,15839,25.766,3.548,7.26,123.05,213
test,100000,5,5,low_fee,1m,15839,25.766,1.212,21.26,123.05,213
test,100000,5,5,low_fee,5m,15839,25.766,2.544,10.13,123.05,213
test,100000,5,5,low_fee,15m,15839,25.766,3.656,7.05,123.05,213
test,100000,5,5,high_fee,1m,15839,25.766,1.073,24.01,123.05,213
test,100000,5,5,high_fee,5m,15839,25.766,2.368,10.88,123.05,213
test,100000,5,5,high_fee,15m,15839,25.766,3.365,7.66,123.05,213
test,100000,5,5,institutional_fee,1m,15839,25.766,1.275,20.2,123.05,213
test,100000,5,5,institutional_fee,5m,15839,25.766,2.626,9.81,123.05,213
test,100000,5,5,institutional_fee,15m,15839,25.766,3.858,6.68,123.05,213
test,100000,5,10,base_fee,1m,15839,25.766,1.016,25.35,123.05,213
test,100000,5,10,base_fee,5m,15839,25.766,2.279,11.3,123.05,213
test,100000,5,10,base_fee,15m,15839,25.766,3.283,7.85,123.05,213
test,100000,5,10,low_fee,1m,15839,25.766,1.054,24.44,123.05,213
test,100000,5,10,low_fee,5m,15839,25.766,2.317,11.12,123.05,213
test,100000,5,10,low_fee,15m,15839,25.766,3.315,7.77,123.05,213
test,100000,5,10,high_fee,1m,15839,25.766,0.991,25.99,123.05,213
test,100000,5,10,high_fee,5m,15839,25.766,2.279,11.3,123.05,213
test,100000,5,10,high_fee,15m,15839,25.766,3.283,7.85,123.05,213
test,100000,5,10,institutional_fee,1m,15839,25.766,1.073,24.01,123.05,213
test,100000,5,10,institutional_fee,5m,15839,25.766,2.368,10.88,123.05,213
test,100000,5,10,institutional_fee,15m,15839,25.766,3.365,7.66,123.05,213
test,100000,10,0,base_fee,1m,15839,12.646,1.345,9.4,123.05,213
test,100000,10,0,base_fee,5m,15839,12.646,2.866,4.41,123.05,213
test,100000,10,0,base_fee,15m,15839,12.646,4.268,2.96,123.05,213
test,100000,10,0,low_fee,1m,15839,12.646,1.465,8.63,123.05,213
test,100000,10,0,low_fee,5m,15839,12.646,3.081,4.1,123.05,213
test,100000,10,0,low_fee,15m,15839,12.646,4.609,2.74,123.05,213
test,100000,10,0,high_fee,1m,15839,12.646,1.275,9.92,123.05,213
test,100000,10,0,high_fee,5m,15839,12.646,2.626,4.81,123.05,213
test,100000,10,0,high_fee,15m,15839,12.646,3.858,3.28,123.05,213
test,100000,10,0,institutional_fee,1m,15839,12.646,1.553,8.14,123.05,213
test,100000,10,0,institutional_fee,5m,15839,12.646,3.233,3.91,123.05,213
test,100000,10,0,institutional_fee,15m,15839,12.646,4.887,2.59,123.05,213
test,100000,10,2,base_fee,1m,15839,12.646,1.275,9.92,123.05,213
test,100000,10,2,base_fee,5m,15839,12.646,2.626,4.81,123.05,213
test,100000,10,2,base_fee,15m,15839,12.646,3.858,3.28,123.05,213
test,100000,10,2,low_fee,1m,15839,12.646,1.345,9.4,123.05,213
test,100000,10,2,low_fee,5m,15839,12.646,2.866,4.41,123.05,213
test,100000,10,2,low_fee,15m,15839,12.646,4.268,2.96,123.05,213
test,100000,10,2,high_fee,1m,15839,12.646,1.162,10.89,123.05,213
test,100000,10,2,high_fee,5m,15839,12.646,2.5,5.06,123.05,213
test,100000,10,2,high_fee,15m,15839,12.646,3.561,3.55,123.05,213
test,100000,10,2,institutional_fee,1m,15839,12.646,1.414,8.94,123.05,213
test,100000,10,2,institutional_fee,5m,15839,12.646,2.967,4.26,123.05,213
test,100000,10,2,institutional_fee,15m,15839,12.646,4.312,2.93,123.05,213
test,100000,10,5,base_fee,1m,15839,12.646,1.143,11.07,123.05,213
test,100000,10,5,base_fee,5m,15839,12.646,2.469,5.12,123.05,213
test,100000,10,5,base_fee,15m,15839,12.646,3.548,3.56,123.05,213
test,100000,10,5,low_fee,1m,15839,12.646,1.212,10.43,123.05,213
test,100000,10,5,low_fee,5m,15839,12.646,2.544,4.97,123.05,213
test,100000,10,5,low_fee,15m,15839,12.646,3.656,3.46,123.05,213
test,100000,10,5,high_fee,1m,15839,12.646,1.073,11.78,123.05,213
test,100000,10,5,high_fee,5m,15839,12.646,2.368,5.34,123.05,213
test,100000,10,5,high_fee,15m,15839,12.646,3.365,3.76,123.05,213
test,100000,10,5,institutional_fee,1m,15839,12.646,1.275,9.92,123.05,213
test,100000,10,5,institutional_fee,5m,15839,12.646,2.626,4.81,123.05,213
test,100000,10,5,institutional_fee,15m,15839,12.646,3.858,3.28,123.05,213
test,100000,10,10,base_fee,1m,15839,12.646,1.016,12.44,123.05,213
test,100000,10,10,base_fee,5m,15839,12.646,2.279,5.55,123.05,213
test,100000,10,10,base_fee,15m,15839,12.646,3.283,3.85,123.05,213
test,100000,10,10,low_fee,1m,15839,12.646,1.054,11.99,123.05,213
test,100000,10,10,low_fee,5m,15839,12.646,2.317,5.46,123.05,213
test,100000,10,10,low_fee,15m,15839,12.646,3.315,3.82,123.05,213
test,100000,10,10,high_fee,1m,15839,12.646,0.991,12.76,123.05,213
test,100000,10,10,high_fee,5m,15839,12.646,2.279,5.55,123.05,213
test,100000,10,10,high_fee,15m,15839,12.646,3.283,3.85,123.05,213
test,100000,10,10,institutional_fee,1m,15839,12.646,1.073,11.78,123.05,213
test,100000,10,10,institutional_fee,5m,15839,12.646,2.368,5.34,123.05,213
test,100000,10,10,institutional_fee,15m,15839,12.646,3.365,3.76,123.05,213
test,100000,25,0,base_fee,1m,15839,6.528,1.345,4.85,123.05,213
test,100000,25,0,base_fee,5m,15839,6.528,2.866,2.28,123.05,213
test,100000,25,0,base_fee,15m,15839,6.528,4.268,1.53,123.05,213
test,100000,25,0,low_fee,1m,15839,6.528,1.465,4.46,123.05,213
test,100000,25,0,low_fee,5m,15839,6.528,3.081,2.12,123.05,213
test,100000,25,0,low_fee,15m,15839,6.528,4.609,1.42,123.05,213
test,100000,25,0,high_fee,1m,15839,6.528,1.275,5.12,123.05,213
test,100000,25,0,high_fee,5m,15839,6.528,2.626,2.49,123.05,213
test,100000,25,0,high_fee,15m,15839,6.528,3.858,1.69,123.05,213
test,100000,25,0,institutional_fee,1m,15839,6.528,1.553,4.2,123.05,213
test,100000,25,0,institutional_fee,5m,15839,6.528,3.233,2.02,123.05,213
test,100000,25,0,institutional_fee,15m,15839,6.528,4.887,1.34,123.05,213
test,100000,25,2,base_fee,1m,15839,6.528,1.275,5.12,123.05,213
test,100000,25,2,base_fee,5m,15839,6.528,2.626,2.49,123.05,213
test,100000,25,2,base_fee,15m,15839,6.528,3.858,1.69,123.05,213
test,100000,25,2,low_fee,1m,15839,6.528,1.345,4.85,123.05,213
test,100000,25,2,low_fee,5m,15839,6.528,2.866,2.28,123.05,213
test,100000,25,2,low_fee,15m,15839,6.528,4.268,1.53,123.05,213
test,100000,25,2,high_fee,1m,15839,6.528,1.162,5.62,123.05,213
test,100000,25,2,high_fee,5m,15839,6.528,2.5,2.61,123.05,213
test,100000,25,2,high_fee,15m,15839,6.528,3.561,1.83,123.05,213
test,100000,25,2,institutional_fee,1m,15839,6.528,1.414,4.62,123.05,213
test,100000,25,2,institutional_fee,5m,15839,6.528,2.967,2.2,123.05,213
test,100000,25,2,institutional_fee,15m,15839,6.528,4.312,1.51,123.05,213
test,100000,25,5,base_fee,1m,15839,6.528,1.143,5.71,123.05,213
test,100000,25,5,base_fee,5m,15839,6.528,2.469,2.64,123.05,213
test,100000,25,5,base_fee,15m,15839,6.528,3.548,1.84,123.05,213
test,100000,25,5,low_fee,1m,15839,6.528,1.212,5.39,123.05,213
test,100000,25,5,low_fee,5m,15839,6.528,2.544,2.57,123.05,213
test,100000,25,5,low_fee,15m,15839,6.528,3.656,1.79,123.05,213
test,100000,25,5,high_fee,1m,15839,6.528,1.073,6.08,123.05,213
test,100000,25,5,high_fee,5m,15839,6.528,2.368,2.76,123.05,213
test,100000,25,5,high_fee,15m,15839,6.528,3.365,1.94,123.05,213
test,100000,25,5,institutional_fee,1m,15839,6.528,1.275,5.12,123.05,213
test,100000,25,5,institutional_fee,5m,15839,6.528,2.626,2.49,123.05,213
test,100000,25,5,institutional_fee,15m,15839,6.528,3.858,1.69,123.05,213
test,100000,25,10,base_fee,1m,15839,6.528,1.016,6.42,123.05,213
test,100000,25,10,base_fee,5m,15839,6.528,2.279,2.86,123.05,213
test,100000,25,10,base_fee,15m,15839,6.528,3.283,1.99,123.05,213
test,100000,25,10,low_fee,1m,15839,6.528,1.054,6.19,123.05,213
test,100000,25,10,low_fee,5m,15839,6.528,2.317,2.82,123.05,213
test,100000,25,10,low_fee,15m,15839,6.528,3.315,1.97,123.05,213
test,100000,25,10,high_fee,1m,15839,6.528,0.991,6.59,123.05,213
test,100000,25,10,high_fee,5m,15839,6.528,2.279,2.86,123.05,213
test,100000,25,10,high_fee,15m,15839,6.528,3.283,1.99,123.05,213
test,100000,25,10,institutional_fee,1m,15839,6.528,1.073,6.08,123.05,213
test,100000,25,10,institutional_fee,5m,15839,6.528,2.368,2.76,123.05,213
test,100000,25,10,institutional_fee,15m,15839,6.528,3.365,1.94,123.05,213
test,100000,50,0,base_fee,1m,15839,5.891,1.345,4.38,123.05,213
test,100000,50,0,base_fee,5m,15839,5.891,2.866,2.06,123.05,213
test,100000,50,0,base_fee,15m,15839,5.891,4.268,1.38,123.05,213
test,100000,50,0,low_fee,1m,15839,5.891,1.465,4.02,123.05,213
test,100000,50,0,low_fee,5m,15839,5.891,3.081,1.91,123.05,213
test,100000,50,0,low_fee,15m,15839,5.891,4.609,1.28,123.05,213
test,100000,50,0,high_fee,1m,15839,5.891,1.275,4.62,123.05,213
test,100000,50,0,high_fee,5m,15839,5.891,2.626,2.24,123.05,213
test,100000,50,0,high_fee,15m,15839,5.891,3.858,1.53,123.05,213
test,100000,50,0,institutional_fee,1m,15839,5.891,1.553,3.79,123.05,213
test,100000,50,0,institutional_fee,5m,15839,5.891,3.233,1.82,123.05,213
test,100000,50,0,institutional_fee,15m,15839,5.891,4.887,1.21,123.05,213
test,100000,50,2,base_fee,1m,15839,5.891,1.275,4.62,123.05,213
test,100000,50,2,base_fee,5m,15839,5.891,2.626,2.24,123.05,213
test,100000,50,2,base_fee,15m,15839,5.891,3.858,1.53,123.05,213
test,100000,50,2,low_fee,1m,15839,5.891,1.345,4.38,123.05,213
test,100000,50,2,low_fee,5m,15839,5.891,2.866,2.06,123.05,213
test,100000,50,2,low_fee,15m,15839,5.891,4.268,1.38,123.05,213
test,100000,50,2,high_fee,1m,15839,5.891,1.162,5.07,123.05,213
test,100000,50,2,high_fee,5m,15839,5.891,2.5,2.36,123.05,213
test,100000,50,2,high_fee,15m,15839,5.891,3.561,1.65,123.05,213
test,100000,50,2,institutional_fee,1m,15839,5.891,1.414,4.17,123.05,213
test,100000,50,2,institutional_fee,5m,15839,5.891,2.967,1.99,123.05,213
test,100000,50,2,institutional_fee,15m,15839,5.891,4.312,1.37,123.05,213
test,100000,50,5,base_fee,1m,15839,5.891,1.143,5.15,123.05,213
test,100000,50,5,base_fee,5m,15839,5.891,2.469,2.39,123.05,213
test,100000,50,5,base_fee,15m,15839,5.891,3.548,1.66,123.05,213
test,100000,50,5,low_fee,1m,15839,5.891,1.212,4.86,123.05,213
test,100000,50,5,low_fee,5m,15839,5.891,2.544,2.32,123.05,213
test,100000,50,5,low_fee,15m,15839,5.891,3.656,1.61,123.05,213
test,100000,50,5,high_fee,1m,15839,5.891,1.073,5.49,123.05,213
test,100000,50,5,high_fee,5m,15839,5.891,2.368,2.49,123.05,213
test,100000,50,5,high_fee,15m,15839,5.891,3.365,1.75,123.05,213
test,100000,50,5,institutional_fee,1m,15839,5.891,1.275,4.62,123.05,213
test,100000,50,5,institutional_fee,5m,15839,5.891,2.626,2.24,123.05,213
test,100000,50,5,institutional_fee,15m,15839,5.891,3.858,1.53,123.05,213
test,100000,50,10,base_fee,1m,15839,5.891,1.016,5.8,123.05,213
test,100000,50,10,base_fee,5m,15839,5.891,2.279,2.58,123.05,213
test,100000,50,10,base_fee,15m,15839,5.891,3.283,1.79,123.05,213
test,100000,50,10,low_fee,1m,15839,5.891,1.054,5.59,123.05,213
test,100000,50,10,low_fee,5m,15839,5.891,2.317,2.54,123.05,213
test,100000,50,10,low_fee,15m,15839,5.891,3.315,1.78,123.05,213
test,100000,50,10,high_fee,1m,15839,5.891,0.991,5.94,123.05,213
test,100000,50,10,high_fee,5m,15839,5.891,2.279,2.58,123.05,213
test,100000,50,10,high_fee,15m,15839,5.891,3.283,1.79,123.05,213
test,100000,50,10,institutional_fee,1m,15839,5.891,1.073,5.49,123.05,213
test,100000,50,10,institutional_fee,5m,15839,5.891,2.368,2.49,123.05,213
test,100000,50,10,institutional_fee,15m,15839,5.891,3.365,1.75,123.05,213
